taxi_id;indulas;idotartam;tavolsag;viteldij;borravalo;fizetes_modja
8014;2016-12-20 21:30:00;180;0,0;5,0;0,0;készpénz
710;2016-12-09 21:45:00;540;0,0;10,25;0,0;készpénz
2448;2016-12-16 12:15:00;540;0,0;8,25;2,0;bankkártya
5025;2016-12-01 14:15:00;1560;0,7;29,75;5,95;bankkártya
6627;2016-12-05 16:00:00;411;0,8;6,25;0,0;készpénz
5573;2016-12-23 19:15:00;300;0,5;5,5;0,0;készpénz
2041;2016-12-14 12:45:00;420;0,0;6,5;1,0;bankkártya
6008;2016-12-02 13:30:00;300;0,86;5,75;1,0;bankkártya
3612;2016-12-10 12:45:00;420;0,0;6,5;0,0;készpénz
5341;2016-12-03 17:00:00;180;0,4;4,5;0,0;készpénz
4251;2016-12-02 22:30:00;120;0,1;3,75;2,0;bankkártya
1924;2016-12-20 19:30:00;540;0,0;7,5;0,0;készpénz
7198;2016-12-30 12:30:00;360;0,9;6,25;2,0;bankkártya
2743;2016-12-23 16:45:00;660;0,3;6,75;0,0;készpénz
7665;2016-12-03 16:45:00;480;0,6;6,25;0,0;készpénz
3360;2016-12-31 18:15:00;540;0,1;9,25;0,0;készpénz
5796;2016-12-15 21:00:00;300;0,0;5,75;2,0;bankkártya
747;2016-12-14 11:45:00;240;0,7;5,5;2,0;bankkártya
4438;2016-12-02 19:45:00;1380;0,3;17,25;0,0;készpénz
1513;2016-12-02 12:15:00;480;0,9;6,75;0,0;készpénz
2467;2016-12-28 15:45:00;240;0,6;5,0;3,0;bankkártya
4900;2016-12-07 16:30:00;240;0,9;5,75;0,0;készpénz
5131;2016-12-19 08:30:00;360;0,8;6,0;2,0;bankkártya
6054;2016-12-14 23:00:00;120;0,4;4,25;2,0;bankkártya
1460;2016-12-21 13:45:00;900;0,0;9,25;0,0;készpénz
7205;2016-12-18 00:15:00;1980;0,8;36,0;8,0;bankkártya
2179;2016-12-30 00:30:00;240;0,7;5,5;0,0;készpénz
4675;2016-12-30 19:00:00;360;0,0;6,25;3,0;bankkártya
1987;2016-12-08 11:00:00;240;0,5;5,0;0,0;készpénz
7315;2016-12-15 08:30:00;240;0,6;5,0;2,0;bankkártya
2918;2016-12-14 20:15:00;540;0,0;7,0;1,4;bankkártya
8344;2016-12-03 14:15:00;240;0,6;5,0;1,0;bankkártya
5525;2016-12-02 10:15:00;540;0,9;6,5;0,0;készpénz
3862;2016-12-01 18:45:00;660;0,1;9,0;0,0;készpénz
8636;2016-12-28 17:00:00;420;0,0;7,0;0,0;készpénz
4927;2016-12-07 15:30:00;960;0,0;10,25;3,05;bankkártya
32;2016-12-29 21:45:00;540;0,1;8,25;2,0;bankkártya
6016;2016-12-20 08:15:00;660;0,0;20,1;0,0;ismeretlen
3178;2016-12-06 18:00:00;780;0,7;7,75;3,0;bankkártya
4433;2016-12-22 17:15:00;300;0,7;5,5;0,0;készpénz
7517;2016-12-09 18:45:00;840;0,0;9,25;0,0;készpénz
8014;2016-12-09 19:00:00;840;0,3;15,0;3,75;bankkártya
3862;2016-12-07 19:00:00;1740;0,2;16,5;3,3;bankkártya
668;2016-12-13 18:00:00;720;0,1;9,0;2,0;bankkártya
4202;2016-12-29 19:45:00;1800;0,8;33,5;9,6;bankkártya
1897;2016-12-17 00:00:00;120;0,2;3,75;4,0;bankkártya
972;2016-12-08 23:45:00;180;0,4;4,5;2,0;bankkártya
1463;2016-12-10 18:15:00;300;0,0;5,25;0,0;készpénz
3312;2016-12-16 19:15:00;720;0,6;7,5;0,0;készpénz
6717;2016-12-14 10:30:00;360;0,5;5,5;2,0;bankkártya
1523;2016-12-04 02:00:00;300;0,0;3,5;0,0;készpénz
6535;2016-12-01 21:30:00;840;0,0;8,0;0,0;készpénz
1164;2016-12-31 19:30:00;240;0,0;5,25;0,0;készpénz
2514;2016-12-05 06:15:00;180;0,6;5,0;5,0;bankkártya
6305;2016-12-24 14:30:00;660;0,2;12,5;2,8;bankkártya
5435;2016-12-19 07:45:00;240;0,6;5,0;0,0;készpénz
197;2016-12-06 10:30:00;840;0,0;9,0;0,0;készpénz
8696;2016-12-30 15:15:00;660;0,5;7,0;0,0;készpénz
1322;2016-12-10 01:45:00;540;0,0;7,75;0,0;készpénz
1928;2016-12-07 18:45:00;120;0,0;3,75;0,0;készpénz
812;2016-12-30 23:15:00;540;0,0;7,5;2,0;bankkártya
1486;2016-12-05 19:45:00;212;0,82;5,5;0,0;készpénz
8563;2016-12-30 12:45:00;780;0,0;9,0;0,0;készpénz
3016;2016-12-21 15:30:00;360;0,6;5,75;4,0;bankkártya
3387;2016-12-23 16:15:00;120;0,3;4,0;0,0;készpénz
3258;2016-12-17 16:45:00;240;0,5;4,75;0,0;készpénz
6786;2016-12-13 09:15:00;360;0,4;5,5;2,0;bankkártya
4301;2016-12-02 11:30:00;900;0,1;10,0;3,0;bankkártya
3612;2016-12-31 21:30:00;1200;0,0;16,0;0,0;készpénz
2081;2016-12-09 11:00:00;60;0,1;3,5;0,0;készpénz
1383;2016-12-14 03:00:00;180;0,0;4,75;0,0;készpénz
1380;2016-12-02 12:00:00;420;0,9;6,25;1,25;bankkártya
3721;2016-12-05 14:45:00;240;0,0;4,75;0,0;készpénz
8634;2016-12-15 16:00:00;240;0,7;5,0;2,0;bankkártya
814;2016-12-11 21:45:00;180;0,5;4,75;0,0;készpénz
8274;2016-12-31 16:15:00;720;0,0;9,75;2,15;bankkártya
475;2016-12-24 20:30:00;240;0,76;5,5;0,0;készpénz
386;2016-12-14 11:45:00;180;0,6;4,75;0,0;készpénz
433;2016-12-21 17:15:00;1020;0,0;18,25;0,0;készpénz
7063;2016-12-09 16:00:00;420;0,0;6,5;0,0;készpénz
1731;2016-12-22 15:15:00;840;0,1;11,75;0,0;készpénz
157;2016-12-29 17:30:00;240;0,0;5,0;1,0;bankkártya
5990;2016-12-20 22:45:00;180;0,4;4,5;0,0;készpénz
2388;2016-12-31 02:30:00;180;0,0;4,75;0,0;készpénz
7999;2016-12-20 21:00:00;120;0,6;4,5;0,0;készpénz
53;2016-12-28 19:15:00;1020;0,1;12,0;2,4;bankkártya
6654;2016-12-02 02:45:00;900;0,3;16,25;3,55;bankkártya
169;2016-12-06 19:00:00;360;0,8;6,0;0,0;készpénz
3649;2016-12-11 02:15:00;720;0,1;9,25;0,0;készpénz
7961;2016-12-16 18:30:00;240;0,5;4,75;1,0;bankkártya
7407;2016-12-03 00:15:00;240;0,7;5,25;0,0;készpénz
6569;2016-12-23 16:45:00;300;0,0;5,5;0,0;készpénz
7230;2016-12-09 17:30:00;1020;0,7;9,0;0,0;készpénz
3846;2016-12-09 11:00:00;900;0,1;10,25;0,0;készpénz
1751;2016-12-15 13:45:00;660;0,0;9,0;0,0;készpénz
5857;2016-12-03 02:00:00;540;0,0;8,0;0,0;készpénz
6562;2016-12-02 20:00:00;240;0,0;5,25;0,0;készpénz
8749;2016-12-11 08:15:00;180;0,6;4,75;0,0;készpénz
7430;2016-12-08 14:30:00;7320;0,0;3,25;0,0;készpénz
733;2016-12-02 22:30:00;240;0,5;4,75;0,0;készpénz
3601;2016-12-09 11:15:00;360;0,1;9,25;0,0;készpénz
4254;2016-12-19 17:30:00;240;0,0;4,5;2,0;bankkártya
29;2016-12-08 00:15:00;300;0,0;6,0;0,0;készpénz
0;2016-12-30 19:45:00;840;0,1;10,5;0,0;készpénz
3954;2016-12-31 14:45:00;240;0,3;4,75;0,0;készpénz
5901;2016-12-29 10:45:00;660;0,0;7,75;0,0;készpénz
827;2016-12-30 19:45:00;300;0,9;5,25;0,0;készpénz
2663;2016-12-16 13:15:00;11;0,0;3,25;0,0;készpénz
1322;2016-12-02 23:15:00;600;0,0;8,0;2,0;bankkártya
5114;2016-12-01 09:30:00;420;0,0;6,0;2,0;bankkártya
998;2016-12-14 11:45:00;325;0,68;5,5;2,0;bankkártya
7748;2016-12-04 20:15:00;180;0,0;5,5;1,0;bankkártya
8154;2016-12-03 20:00:00;540;0,8;6,75;2,0;bankkártya
5243;2016-12-01 09:15:00;480;0,0;6,75;0,0;készpénz
8108;2016-12-01 15:00:00;300;0,9;5,75;2,0;bankkártya
6407;2016-12-19 15:15:00;180;0,0;4,75;0,0;készpénz
8210;2016-12-07 22:30:00;120;0,4;4,25;0,0;készpénz
1811;2016-12-26 13:00:00;360;0,0;6,75;2,0;bankkártya
8063;2016-12-02 12:15:00;300;0,4;5,0;0,0;készpénz
177;2016-12-13 13:30:00;173;0,8;5,0;0,0;készpénz
1438;2016-12-09 11:30:00;300;0,9;6,0;2,0;bankkártya
3567;2016-12-15 17:15:00;840;0,9;8,75;0,0;készpénz
3617;2016-12-16 10:00:00;420;0,8;6,25;0,0;készpénz
5408;2016-12-20 12:45:00;240;0,6;5,25;0,0;készpénz
4168;2016-12-06 17:15:00;480;0,8;6,25;1,5;bankkártya
3649;2016-12-31 00:30:00;420;0,0;7,0;0,0;készpénz
2271;2016-12-21 14:15:00;540;0,8;6,5;0,0;készpénz
7701;2016-12-16 19:30:00;540;0,8;6,5;0,0;készpénz
5301;2016-12-29 12:00:00;300;0,7;5,25;0,0;készpénz
5143;2016-12-16 01:30:00;300;0,0;7,0;2,0;bankkártya
4532;2016-12-20 22:30:00;120;0,5;4,5;3,0;bankkártya
4494;2016-12-04 03:30:00;240;0,8;5,25;0,0;készpénz
6211;2016-12-04 13:45:00;540;0,9;7,25;3,0;bankkártya
6232;2016-12-13 12:45:00;300;0,7;5,5;0,0;készpénz
5937;2016-12-19 17:45:00;240;0,12;4,5;0,0;készpénz
3175;2016-12-19 19:30:00;480;0,6;6,25;0,0;készpénz
8164;2016-12-27 13:00:00;120;0,3;4,0;0,0;készpénz
6785;2016-12-07 10:30:00;300;0,7;5,5;2,0;bankkártya
7;2016-12-29 20:00:00;660;0,7;7,25;3,0;bankkártya
1852;2016-12-04 16:15:00;1380;0,1;13,0;2,8;bankkártya
6076;2016-12-31 01:30:00;480;0,1;8,0;2,0;bankkártya
6631;2016-12-22 19:30:00;540;0,9;6,75;0,0;készpénz
4958;2016-12-22 17:15:00;420;0,8;6,0;1,0;bankkártya
7860;2016-12-20 16:00:00;300;0,8;5,5;0,0;készpénz
8312;2016-12-23 09:30:00;180;0,5;4,5;0,0;készpénz
5900;2016-12-13 18:00:00;780;0,9;7,75;0,0;készpénz
6429;2016-12-08 12:15:00;240;0,5;4,75;0,0;készpénz
595;2016-12-05 18:45:00;240;0,9;5,5;0,0;készpénz
7210;2016-12-12 14:45:00;540;0,0;7,5;2,0;bankkártya
6597;2016-12-06 16:30:00;60;0,4;4,25;0,0;készpénz
4143;2016-12-01 23:15:00;405;0,9;6,25;1,0;bankkártya
977;2016-12-15 14:00:00;540;0,7;6,5;2,0;bankkártya
4737;2016-12-21 07:30:00;300;0,82;6,0;1,0;bankkártya
2991;2016-12-16 08:15:00;184;0,18;4,25;0,0;készpénz
7541;2016-12-10 11:30:00;300;0,0;5,5;0,0;készpénz
5054;2016-12-08 23:30:00;480;0,0;7,5;0,0;készpénz
3637;2016-12-04 19:15:00;300;0,0;5,5;0,0;készpénz
1243;2016-12-14 20:00:00;780;0,0;8,25;3,0;bankkártya
8289;2016-12-05 21:00:00;780;0,0;12,25;0,0;ingyenes
8564;2016-12-21 13:45:00;360;0,7;5,75;0,0;készpénz
602;2016-12-20 23:15:00;1080;0,0;15,75;1,0;bankkártya
6426;2016-12-06 16:30:00;180;0,4;4,5;1,0;bankkártya
5704;2016-12-12 18:00:00;540;0,7;6,75;2,0;bankkártya
1901;2016-12-02 21:45:00;60;0,0;3,25;0,0;készpénz
3877;2016-12-13 10:00:00;360;0,6;5,5;8,0;bankkártya
3216;2016-12-30 11:00:00;300;0,6;5,25;0,0;készpénz
2745;2016-12-16 18:30:00;480;0,4;6,0;0,0;készpénz
5175;2016-12-15 16:00:00;180;0,5;4,75;1,0;bankkártya
4735;2016-12-10 20:15:00;300;0,8;5,5;0,0;készpénz
8082;2016-12-14 13:15:00;540;0,7;6,75;0,0;készpénz
1261;2016-12-20 18:45:00;600;0,0;7,25;1,5;bankkártya
2782;2016-12-09 20:30:00;960;0,2;14,0;0,0;készpénz
8630;2016-12-09 12:45:00;300;0,7;5,5;2,0;bankkártya
3313;2016-12-10 12:30:00;120;0,2;4,25;0,0;készpénz
2612;2016-12-09 08:30:00;360;0,0;5,75;0,0;készpénz
1615;2016-12-04 02:30:00;660;0,1;10,75;0,0;készpénz
3915;2016-12-13 12:15:00;180;0,6;4,75;0,0;készpénz
768;2016-12-12 18:00:00;120;0,5;4,5;1,0;bankkártya
7776;2016-12-05 15:00:00;840;0,1;10,0;0,0;készpénz
7384;2016-12-02 08:30:00;300;0,6;5,0;0,0;készpénz
4106;2016-12-17 09:00:00;420;0,0;8,25;0,0;készpénz
8640;2016-12-14 16:45:00;720;0,8;7,75;2,0;bankkártya
6544;2016-12-27 16:15:00;1020;0,0;12,0;0,0;készpénz
225;2016-12-06 22:45:00;180;0,3;4,5;0,0;bankkártya
6779;2016-12-11 22:15:00;540;0,1;10,0;2,2;bankkártya
2856;2016-12-20 08:45:00;240;0,9;5,5;0,0;készpénz
6902;2016-12-30 22:30:00;180;0,0;4,25;0,0;készpénz
517;2016-12-03 22:00:00;60;0,2;3,75;0,0;készpénz
6853;2016-12-02 16:00:00;240;0,4;4,75;2,0;bankkártya
4560;2016-12-30 00:15:00;180;0,0;5,0;0,0;ingyenes
7523;2016-12-15 08:45:00;1740;0,0;20,0;5,0;bankkártya
6985;2016-12-19 15:00:00;1140;0,1;11,5;0,0;bankkártya
456;2016-12-29 09:30:00;300;0,7;5,25;0,0;készpénz
3465;2016-12-07 09:45:00;1020;0,0;11,0;2,2;bankkártya
7651;2016-12-11 03:45:00;180;0,9;5,25;3,0;bankkártya
5138;2016-12-09 13:30:00;360;0,8;5,75;0,0;készpénz
4210;2016-12-14 07:30:00;120;0,7;5,0;0,0;készpénz
7629;2016-12-07 07:45:00;360;0,8;6,0;3,0;bankkártya
4832;2016-12-20 16:30:00;540;0,8;6,75;0,0;készpénz
7776;2016-12-17 16:00:00;780;0,0;8,5;3,0;bankkártya
1314;2016-12-29 15:45:00;180;0,5;4,75;0,0;készpénz
5025;2016-12-13 13:30:00;720;0,1;9,0;3,0;bankkártya
8588;2016-12-01 23:15:00;1500;0,9;38,5;0,0;készpénz
2330;2016-12-06 09:00:00;360;0,0;5,5;0,0;készpénz
5948;2016-12-01 14:00:00;600;0,7;7,0;0,0;készpénz
8634;2016-12-28 16:00:00;240;0,5;5,0;0,0;készpénz
1257;2016-12-06 16:45:00;300;0,9;6,0;2,0;bankkártya
7528;2016-12-11 00:30:00;660;0,0;10,25;0,0;készpénz
1563;2016-12-09 20:45:00;780;0,0;12,75;0,0;készpénz
8630;2016-12-21 10:00:00;240;0,3;4,75;1,75;bankkártya
376;2016-12-12 19:00:00;480;0,0;6,25;0,0;készpénz
1981;2016-12-07 13:45:00;240;0,3;4,5;0,0;készpénz
5130;2016-12-29 21:00:00;540;0,0;7,25;0,0;készpénz
2251;2016-12-27 15:15:00;180;0,6;4,75;0,0;készpénz
1521;2016-12-06 12:15:00;240;0,4;4,75;0,0;készpénz
8316;2016-12-02 13:30:00;360;0,5;5,5;0,0;készpénz
3595;2016-12-19 11:00:00;120;0,1;4,0;0,0;készpénz
4425;2016-12-11 23:00:00;60;0,4;4,25;0,0;készpénz
279;2016-12-09 20:00:00;300;0,0;5,25;2,0;bankkártya
7766;2016-12-20 14:45:00;420;0,7;5,5;0,0;készpénz
8048;2016-12-01 18:30:00;780;0,7;7,75;0,0;készpénz
6353;2016-12-08 08:15:00;720;0,0;9,0;0,0;készpénz
3453;2016-12-07 19:45:00;60;0,0;3,25;0,0;készpénz
2670;2016-12-18 11:15:00;360;0,9;6,0;0,0;készpénz
5384;2016-12-22 02:15:00;240;0,8;5,5;0,0;készpénz
5921;2016-12-06 17:00:00;589;0,87;7,0;2,0;bankkártya
7210;2016-12-13 14:30:00;720;0,0;8,0;0,0;készpénz
1669;2016-12-23 13:00:00;120;0,4;4,5;0,0;készpénz
4433;2016-12-17 19:45:00;420;0,6;5,5;0,0;készpénz
6898;2016-12-03 19:00:00;1980;0,0;16,5;0,0;készpénz
5243;2016-12-29 12:15:00;1380;0,0;26,5;0,0;készpénz
4694;2016-12-01 20:00:00;180;0,5;4,5;3,0;bankkártya
5899;2016-12-14 22:45:00;180;0,6;5,0;1,0;bankkártya
3473;2016-12-03 19:15:00;480;0,8;6,5;0,0;készpénz
5475;2016-12-29 22:30:00;720;0,1;11,0;0,0;készpénz
8147;2016-12-15 11:45:00;540;0,98;7,25;0,0;készpénz
5829;2016-12-09 16:45:00;360;0,0;5,25;0,0;készpénz
8414;2016-12-23 18:15:00;180;0,59;4,75;0,0;készpénz
6562;2016-12-17 16:45:00;360;0,0;5,75;0,0;készpénz
7782;2016-12-11 14:45:00;540;0,8;7,0;3,0;bankkártya
8626;2016-12-15 02:45:00;180;0,6;4,75;0,0;készpénz
1989;2016-12-20 16:45:00;300;0,0;5,75;0,0;készpénz
1164;2016-12-15 22:15:00;360;0,0;6,75;2,0;bankkártya
6877;2016-12-08 21:00:00;120;0,3;4,0;2,0;bankkártya
5472;2016-12-11 17:45:00;360;0,0;6,75;1,0;bankkártya
5548;2016-12-12 18:45:00;660;0,5;7,25;0,0;készpénz
760;2016-12-14 13:45:00;60;0,0;4,0;0,0;készpénz
7355;2016-12-12 17:45:00;1080;0,2;15,0;3,0;bankkártya
3267;2016-12-06 17:45:00;420;0,0;6,25;2,0;bankkártya
7307;2016-12-10 19:15:00;360;0,61;5,5;0,0;készpénz
8586;2016-12-22 09:15:00;840;0,3;15,0;0,0;készpénz
686;2016-12-04 14:30:00;120;0,0;4,0;1,0;bankkártya
1746;2016-12-16 19:15:00;540;0,7;6,5;2,0;bankkártya
2640;2016-12-04 14:00:00;960;0,4;18,5;4,6;bankkártya
7284;2016-12-10 18:15:00;240;0,3;4,75;0,0;készpénz
7092;2016-12-14 17:15:00;780;0,0;9,0;2,0;bankkártya
8344;2016-12-06 21:15:00;240;0,6;5,0;0,0;készpénz
6008;2016-12-09 07:45:00;300;0,78;5,5;0,0;készpénz
3179;2016-12-03 14:00:00;240;0,9;5,5;0,0;készpénz
7375;2016-12-20 15:45:00;480;0,0;6,25;0,0;készpénz
7663;2016-12-06 19:45:00;376;0,71;5,75;0,0;készpénz
8709;2016-12-03 08:30:00;180;0,0;5,25;0,0;készpénz
92;2016-12-08 23:15:00;300;0,8;5,25;0,0;készpénz
422;2016-12-13 14:00:00;180;0,3;4,25;0,0;készpénz
50;2016-12-08 21:30:00;840;0,1;9,75;0,0;készpénz
6989;2016-12-19 14:45:00;300;0,0;5,25;0,0;készpénz
2240;2016-12-28 17:30:00;540;0,0;7,0;0,0;készpénz
2337;2016-12-25 20:30:00;300;0,9;6,0;0,0;bankkártya
6713;2016-12-01 09:00:00;300;0,9;5,75;0,0;készpénz
4638;2016-12-31 22:45:00;2400;0,0;44,0;11,25;bankkártya
1596;2016-12-29 16:45:00;360;0,9;6,25;2,0;bankkártya
4106;2016-12-10 16:45:00;660;0,0;7,5;2,0;bankkártya
7171;2016-12-19 09:00:00;300;0,7;5,5;2,0;bankkártya
2953;2016-12-11 05:45:00;720;0,4;21,5;0,0;készpénz
8149;2016-12-07 13:45:00;240;0,8;5,5;0,0;készpénz
920;2016-12-20 16:45:00;240;0,6;5,25;2,0;bankkártya
3594;2016-12-23 15:30:00;2400;0,0;23,5;0,0;készpénz
4026;2016-12-30 21:15:00;540;0,5;6,75;4,0;bankkártya
7622;2016-12-28 15:45:00;900;0,0;12,75;0,0;készpénz
5110;2016-12-11 19:00:00;240;0,6;4,75;0,0;készpénz
4702;2016-12-06 15:00:00;360;0,0;6,25;1,0;bankkártya
4860;2016-12-15 19:00:00;360;0,3;5,25;1,0;bankkártya
5628;2016-12-03 00:30:00;420;0,0;6,75;0,0;készpénz
1261;2016-12-30 21:00:00;480;0,0;7,75;2,0;bankkártya
1383;2016-12-17 12:30:00;240;0,0;6,0;2,0;bankkártya
8652;2016-12-20 13:45:00;360;0,5;5,5;2,0;bankkártya
3741;2016-12-10 01:00:00;420;0,8;6,5;0,0;készpénz
2697;2016-12-03 21:45:00;180;0,0;4,0;0,0;készpénz
261;2016-12-23 17:30:00;480;0,9;6,5;2,0;bankkártya
2696;2016-12-19 09:45:00;180;0,5;4,25;0,0;készpénz
4702;2016-12-07 17:00:00;540;0,0;7,25;0,0;készpénz
2805;2016-12-31 00:15:00;720;0,5;7,5;4,0;bankkártya
4219;2016-12-12 18:00:00;529;0,99;7,0;0,0;készpénz
6317;2016-12-14 09:45:00;420;0,0;6,75;2,0;bankkártya
3058;2016-12-23 13:15:00;180;0,6;5,0;0,0;készpénz
8232;2016-12-16 22:00:00;1140;0,0;14,0;0,0;készpénz
6;2016-12-16 23:30:00;840;0,0;20,5;5,35;bankkártya
8193;2016-12-22 14:45:00;780;0,0;8,0;2,0;bankkártya
8709;2016-12-08 12:00:00;420;0,0;6,0;2,0;bankkártya
3373;2016-12-14 12:15:00;360;0,6;5,5;2,0;bankkártya
3235;2016-12-22 17:00:00;660;0,8;7,5;0,0;készpénz
2053;2016-12-30 14:45:00;120;0,6;4,5;1,35;bankkártya
7536;2016-12-06 18:30:00;960;0,1;10,0;0,0;készpénz
4020;2016-12-02 17:15:00;540;0,6;6,5;0,0;készpénz
5848;2016-12-29 03:00:00;120;0,6;4,75;0,0;készpénz
2607;2016-12-08 21:15:00;660;0,0;8,0;0,0;készpénz
1979;2016-12-14 07:15:00;120;0,6;4,75;2,0;bankkártya
1319;2016-12-04 19:30:00;600;0,0;8,0;0,0;készpénz
1420;2016-12-02 13:45:00;360;0,7;5,75;0,0;készpénz
3523;2016-12-15 14:30:00;300;0,7;5,5;2,0;bankkártya
5812;2016-12-10 23:00:00;480;0,0;6,75;0,0;készpénz
4060;2016-12-02 12:30:00;420;0,8;6,25;0,0;készpénz
274;2016-12-09 22:15:00;420;0,8;6,25;1,0;bankkártya
5400;2016-12-02 09:30:00;780;0,0;9,25;0,0;készpénz
2297;2016-12-29 10:45:00;660;0,1;9,0;1,25;bankkártya
3721;2016-12-19 14:15:00;720;0,0;9,5;0,0;készpénz
4325;2016-12-29 09:00:00;1020;0,0;24,75;2,0;bankkártya
93;2016-12-28 15:15:00;240;0,7;5,25;0,0;készpénz
5993;2016-12-10 20:15:00;360;0,6;5,5;4,0;bankkártya
6042;2016-12-14 11:15:00;360;0,6;5,5;1,0;bankkártya
7748;2016-12-14 18:00:00;1020;0,0;9,5;2,0;bankkártya
7531;2016-12-24 01:15:00;360;0,0;6,5;0,0;készpénz
7545;2016-12-14 13:15:00;360;0,7;5,75;0,0;készpénz
8031;2016-12-30 21:00:00;840;0,0;11,5;2,3;bankkártya
4954;2016-12-08 12:45:00;360;0,0;6,0;0,0;készpénz
1762;2016-12-10 08:30:00;10;0,06;3,25;0,0;készpénz
625;2016-12-11 05:00:00;1500;0,0;45,25;13,55;bankkártya
1152;2016-12-13 14:15:00;540;0,0;6,75;0,0;készpénz
935;2016-12-14 19:30:00;1860;0,7;34,5;7,7;bankkártya
3793;2016-12-03 20:00:00;1200;0,0;13,75;0,0;készpénz
3773;2016-12-19 14:30:00;480;0,0;6,5;0,0;készpénz
4111;2016-12-08 11:15:00;480;0,0;6,5;2,0;bankkártya
1462;2016-12-07 19:15:00;360;0,9;6,25;0,0;készpénz
1409;2016-12-09 19:30:00;120;0,5;4,5;0,0;készpénz
1482;2016-12-22 17:45:00;300;0,0;5,5;0,0;készpénz
3728;2016-12-22 12:00:00;480;0,7;6,25;2,0;bankkártya
3350;2016-12-14 02:15:00;120;0,3;4,25;1,0;bankkártya
1265;2016-12-02 16:30:00;180;0,5;4,75;0,0;készpénz
4559;2016-12-07 13:15:00;420;0,8;6,25;0,0;készpénz
6407;2016-12-13 14:30:00;480;0,0;7,25;2,0;bankkártya
2206;2016-12-23 09:30:00;300;0,6;5,25;1,0;bankkártya
8482;2016-12-06 09:15:00;360;0,8;6,0;0,0;készpénz
2888;2016-12-13 17:15:00;1620;0,0;16,25;0,0;készpénz
306;2016-12-16 18:00:00;420;0,5;5,5;3,0;bankkártya
1898;2016-12-19 14:15:00;480;0,1;8,25;0,0;készpénz
629;2016-12-16 15:45:00;1200;0,0;13,5;0,0;készpénz
3736;2016-12-16 03:30:00;180;0,8;5,0;2,0;bankkártya
5901;2016-12-05 06:45:00;660;0,0;13,75;3,4;bankkártya
6766;2016-12-19 20:00:00;240;0,9;5,75;2,0;bankkártya
1644;2016-12-22 15:15:00;900;0,7;8,5;2,0;bankkártya
4432;2016-12-14 12:00:00;420;0,6;5,75;4,0;bankkártya
3882;2016-12-03 08:45:00;60;0,5;4,25;0,0;bankkártya
4330;2016-12-11 10:30:00;120;0,4;4,5;0,0;készpénz
7923;2016-12-21 16:30:00;1620;0,0;21,5;0,0;készpénz
7523;2016-12-18 15:00:00;480;0,0;7,0;1,0;bankkártya
